sample,Sex,Mission Length Weeks,Diet,Group
CC1_6_4_469296,male,10,Standard chow (LLU),Cohort Control 1
CC1_7_4_429035,male,10,Standard chow (LLU),Cohort Control 1
CC1_8_4_441711,male,10,Standard chow (LLU),Cohort Control 1
CC1_6_4_39277,male,10,Standard chow (LLU),Cohort Control 1
CC1_7_4_986940,male,10,Standard chow (LLU),Cohort Control 1
CC1_8_4_880286,male,10,Standard chow (LLU),Cohort Control 1
CC1_6_4_494122,male,10,Standard chow (LLU),Cohort Control 1
CC1_7_4_527067,male,10,Standard chow (LLU),Cohort Control 1
CC1_8_4_770375,male,10,Standard chow (LLU),Cohort Control 1
CC1_6_4_696765,male,10,Standard chow (LLU),Cohort Control 1
CC1_7_4_595034,male,10,Standard chow (LLU),Cohort Control 1
CC1_8_4_960847,male,10,Standard chow (LLU),Cohort Control 1
CC1_6_4_406430,male,10,Standard chow (LLU),Cohort Control 1
CC1_7_4_669040,male,10,Standard chow (LLU),Cohort Control 1
CC1_8_4_12320,male,10,Standard chow (LLU),Cohort Control 1
CC1_6_4_603526,male,10,Standard chow (LLU),Cohort Control 1
CC1_7_4_943561,male,10,Standard chow (LLU),Cohort Control 1
CC1_8_4_603525,male,10,Standard chow (LLU),Cohort Control 1
CC1_6_4_18613,male,10,Standard chow (LLU),Cohort Control 1
CC1_7_4_431645,male,10,Standard chow (LLU),Cohort Control 1
CC1_8_4_248965,male,10,Standard chow (LLU),Cohort Control 1
CC1_9_5_928649,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_389856,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_854584,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_969468,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_69658,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_583182,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_233746,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_505899,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_187570,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_262802,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_835942,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_447623,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_35721,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_886316,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_315967,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_686992,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_994396,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_530560,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_419694,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_219795,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_221622,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_596760,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_12835,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_67291,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_87465,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_620447,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_172081,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_889012,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_364350,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_490287,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_299842,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_714169,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_28835,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_747353,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_577782,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_266802,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_410933,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_650264,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_490866,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_232979,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_837107,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_518162,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_307843,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_999359,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_216738,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_28149,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_597490,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_598075,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_547162,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_114285,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_629188,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_492610,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_297337,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_199897,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_941333,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_13474,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_851775,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_825825,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_552874,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_916218,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_622486,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_633294,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_438467,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_858363,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_498563,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_776538,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_399308,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_86583,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_949823,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_619267,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_408936,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_901414,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_815263,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_480419,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_416423,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_677008,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_996667,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_882762,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_886274,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_706567,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_325767,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_295454,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_808110,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_65895,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_251150,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_9250,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_202987,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_597206,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_886764,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_4329,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_157071,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_615980,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_831709,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_482482,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_376548,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_528205,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_640683,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_454216,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_885844,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_911493,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_209591,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_107653,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_62373,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_789707,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_751148,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_570944,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_336941,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_225336,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_312982,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_870018,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_306084,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_870926,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_562052,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_860860,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_638940,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_130394,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_629623,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_290469,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_308808,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_107628,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_638439,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_927148,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_914940,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_604178,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_236250,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_739133,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_278879,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_91280,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_237712,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_402342,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_569060,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_562701,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_314121,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_763726,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_760318,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_873773,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_628985,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_936166,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_915318,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_760606,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_782653,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_320003,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_785106,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_308645,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_615563,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_504172,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_800063,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC1_9_5_945773,male,10,Standard chow (LLU),Cohort Control 1
CC2_1_5_175912,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_10_5_511685,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_199642,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_317329,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_868916,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_163490,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_927906,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_382948,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_776092,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_606571,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_668186,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_464879,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_574347,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_826823,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_503206,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_396336,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_631601,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_520573,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_191971,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_349137,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_233534,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_413671,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_27155,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_619702,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_405280,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_485401,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_216717,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_276777,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_625098,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_530183,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_478624,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_25812,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_882620,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_166516,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_916756,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_597058,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_746429,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_871055,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_749590,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_1687,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_247806,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_266120,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_302513,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_569885,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_488929,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_804338,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_616180,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_111012,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_434641,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_37906,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_527253,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_811067,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_943327,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_909095,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_789445,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_479414,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_532355,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_25294,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_495343,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_186020,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_45350,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_682939,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_909306,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_607521,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_265276,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_930658,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_646794,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_959860,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_697662,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_854959,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_345574,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_257934,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_425076,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_360498,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_289214,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_762945,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_529381,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_651942,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_462560,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_1021,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_780148,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_205402,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_366825,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_573391,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_621166,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_146032,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_982437,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_96955,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_69587,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_286521,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_928446,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_530,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_450750,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_946928,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_233381,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_690728,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_817412,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_281426,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_885808,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_42590,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_154415,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_304958,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_212188,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_662849,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_412501,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_551314,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_53570,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_353232,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_269566,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_25867,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_76631,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_79958,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_410336,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_704275,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_88796,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_11906,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_696790,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_108259,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_172729,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_685144,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_762994,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_112043,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_577248,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_252032,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_211973,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_98719,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_330089,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_709492,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_373354,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_588450,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_435393,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_50187,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_984344,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_789960,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_928419,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_20696,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_906585,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_708118,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_20_9_527271,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_3_9_254437,male,10,Standard chow (LabDiet5k52),Cohort Control 2
CC2_2_9_161664,male,10,Standard chow (LabDiet5k52),Cohort Control 2
